Datum;Altersklasse;Geschlecht;Anzahl_Personen
2021-02-28;30 - 39;MA;4
2021-02-28;50 - 59;MA;1
2021-02-28;60 - 69;FE;1
2021-02-28;60 - 69;MA;3
2021-02-28;80 - 89;FE;1
2021-03-01;> 89;MA;1
2021-03-01;00 - 09;MA;1
2021-03-01;10 - 19;FE;1
2021-03-01;10 - 19;MA;1
2021-03-01;20 - 29;FE;2
2021-03-01;20 - 29;MA;1
2021-03-01;30 - 39;FE;1
2021-03-01;30 - 39;MA;3
2021-03-01;40 - 49;MA;2
2021-03-01;50 - 59;FE;2
2021-03-01;50 - 59;MA;2
2021-03-01;60 - 69;FE;1
2021-03-01;60 - 69;MA;2
2021-03-01;80 - 89;FE;1
2021-03-01;80 - 89;MA;1
2021-03-02;00 - 09;MA;1
2021-03-02;10 - 19;FE;1
2021-03-02;10 - 19;MA;3
2021-03-02;20 - 29;FE;1
2021-03-02;20 - 29;MA;2
2021-03-02;30 - 39;FE;3
2021-03-02;30 - 39;MA;2
2021-03-02;40 - 49;FE;1
2021-03-02;50 - 59;FE;1
2021-03-02;50 - 59;MA;3
2021-03-02;60 - 69;FE;2
2021-03-02;60 - 69;MA;1
2021-03-03;> 89;;1
2021-03-03;> 89;FE;1
2021-03-03;> 89;MA;1
2021-03-03;00 - 09;MA;1
2021-03-03;10 - 19;FE;1
2021-03-03;10 - 19;MA;1
2021-03-03;20 - 29;FE;3
2021-03-03;30 - 39;FE;3
2021-03-03;30 - 39;MA;3
2021-03-03;40 - 49;FE;3
2021-03-03;50 - 59;FE;4
2021-03-03;60 - 69;FE;1
2021-03-03;60 - 69;MA;1
2021-03-03;70 - 79;MA;1
2021-03-04;00 - 09;FE;1
2021-03-04;00 - 09;MA;1
2021-03-04;10 - 19;FE;2
2021-03-04;10 - 19;MA;1
2021-03-04;20 - 29;FE;1
2021-03-04;20 - 29;MA;2
2021-03-04;30 - 39;FE;3
2021-03-04;30 - 39;MA;3
2021-03-04;40 - 49;FE;2
2021-03-04;40 - 49;MA;1
2021-03-04;50 - 59;MA;3
2021-03-04;60 - 69;MA;1
2021-03-04;70 - 79;MA;1
2021-03-05;10 - 19;FE;4
2021-03-05;20 - 29;FE;2
2021-03-05;20 - 29;MA;1
2021-03-05;30 - 39;FE;1
2021-03-05;30 - 39;MA;1
2021-03-05;40 - 49;FE;2
2021-03-05;40 - 49;MA;4
2021-03-05;50 - 59;FE;3
2021-03-05;50 - 59;MA;2
2021-03-05;60 - 69;MA;2
2021-03-05;70 - 79;MA;1
2021-03-06;10 - 19;FE;1
2021-03-06;10 - 19;MA;1
2021-03-06;20 - 29;FE;2
2021-03-06;20 - 29;MA;5
2021-03-06;40 - 49;FE;2
2021-03-06;50 - 59;MA;2
2021-03-06;70 - 79;MA;1
2021-03-07;00 - 09;FE;2
2021-03-07;10 - 19;FE;1
2021-03-07;10 - 19;MA;1
2021-03-07;50 - 59;MA;1
2021-03-08;> 89;FE;1
2021-03-08;> 89;MA;1
2021-03-08;10 - 19;FE;2
2021-03-08;10 - 19;MA;3
2021-03-08;20 - 29;FE;1
2021-03-08;20 - 29;MA;4
2021-03-08;30 - 39;FE;1
2021-03-08;30 - 39;MA;1
2021-03-08;40 - 49;FE;1
2021-03-08;40 - 49;MA;1
2021-03-08;50 - 59;MA;1
2021-03-08;60 - 69;FE;1
2021-03-08;70 - 79;FE;1
2021-03-09;00 - 09;MA;1
2021-03-09;10 - 19;FE;3
2021-03-09;10 - 19;MA;2
2021-03-09;20 - 29;FE;1
2021-03-09;20 - 29;MA;3
2021-03-09;30 - 39;FE;2
2021-03-09;30 - 39;MA;1
2021-03-09;40 - 49;FE;1
2021-03-09;40 - 49;MA;3
2021-03-09;50 - 59;FE;1
2021-03-10;> 89;FE;1
2021-03-10;00 - 09;FE;1
2021-03-10;00 - 09;MA;1
2021-03-10;10 - 19;FE;1
2021-03-10;10 - 19;MA;1
2021-03-10;20 - 29;FE;2
2021-03-10;20 - 29;MA;6
2021-03-10;30 - 39;FE;3
2021-03-10;30 - 39;MA;5
2021-03-10;40 - 49;FE;3
2021-03-10;40 - 49;MA;4
2021-03-10;50 - 59;FE;3
2021-03-10;50 - 59;MA;1
2021-03-10;60 - 69;FE;1
2021-03-10;60 - 69;MA;1
2021-03-10;70 - 79;FE;1
2021-03-10;70 - 79;MA;1
2021-03-10;80 - 89;FE;1
2021-03-11;> 89;FE;2
2021-03-11;00 - 09;FE;3
2021-03-11;00 - 09;MA;1
2021-03-11;10 - 19;FE;1
2021-03-11;10 - 19;MA;1
2021-03-11;20 - 29;FE;3
2021-03-11;20 - 29;MA;2
2021-03-11;30 - 39;FE;3
2021-03-11;30 - 39;MA;4
2021-03-11;50 - 59;MA;4
2021-03-11;60 - 69;FE;1
2021-03-11;60 - 69;MA;1
2021-03-11;80 - 89;FE;1
2021-03-11;80 - 89;MA;1
2021-03-12;> 89;MA;1
2021-03-12;10 - 19;FE;4
2021-03-12;20 - 29;FE;3
2021-03-12;20 - 29;MA;3
2021-03-12;30 - 39;MA;2
2021-03-12;40 - 49;FE;2
2021-03-12;40 - 49;MA;1
2021-03-12;50 - 59;FE;1
2021-03-12;60 - 69;FE;1
2021-03-12;60 - 69;MA;6
2021-03-12;80 - 89;MA;1
2021-03-13;00 - 09;MA;2
2021-03-13;10 - 19;FE;4
2021-03-13;10 - 19;MA;2
2021-03-13;20 - 29;FE;3
2021-03-13;20 - 29;MA;2
2021-03-13;30 - 39;FE;3
2021-03-13;30 - 39;MA;2
2021-03-13;40 - 49;FE;2
2021-03-13;40 - 49;MA;3
2021-03-13;50 - 59;FE;2
2021-03-13;70 - 79;FE;1
2021-03-14;00 - 09;FE;1
2021-03-14;10 - 19;FE;3
2021-03-14;20 - 29;FE;1
2021-03-14;20 - 29;MA;1
2021-03-14;30 - 39;FE;1
2021-03-14;30 - 39;MA;3
2021-03-14;40 - 49;FE;1
2021-03-14;50 - 59;MA;1
2021-03-14;60 - 69;FE;1
2021-03-14;70 - 79;FE;1
2021-03-15;00 - 09;FE;2
2021-03-15;00 - 09;MA;1
2021-03-15;10 - 19;FE;6
2021-03-15;10 - 19;MA;2
2021-03-15;20 - 29;FE;2
2021-03-15;20 - 29;MA;3
2021-03-15;30 - 39;FE;2
2021-03-15;30 - 39;MA;2
2021-03-15;40 - 49;FE;2
2021-03-15;40 - 49;MA;5
2021-03-15;50 - 59;FE;1
2021-03-15;50 - 59;MA;1
2021-03-15;70 - 79;FE;2
2021-03-15;70 - 79;MA;1
2021-03-15;80 - 89;MA;1
2021-03-16;10 - 19;FE;2
2021-03-16;20 - 29;FE;5
2021-03-16;20 - 29;MA;5
2021-03-16;30 - 39;FE;2
2021-03-16;30 - 39;MA;4
2021-03-16;40 - 49;MA;6
2021-03-16;50 - 59;FE;1
2021-03-16;60 - 69;FE;2
2021-03-16;60 - 69;MA;1
2021-03-16;80 - 89;FE;1
2021-03-16;80 - 89;MA;1
2021-03-17;00 - 09;MA;4
2021-03-17;10 - 19;FE;1
2021-03-17;10 - 19;MA;2
2021-03-17;20 - 29;FE;3
2021-03-17;20 - 29;MA;3
2021-03-17;30 - 39;FE;2
2021-03-17;40 - 49;FE;6
2021-03-17;40 - 49;MA;2
2021-03-17;50 - 59;FE;1
2021-03-17;50 - 59;MA;2
2021-03-17;60 - 69;FE;1
2021-03-17;60 - 69;MA;1
2021-03-18;00 - 09;FE;3
2021-03-18;00 - 09;MA;2
2021-03-18;10 - 19;FE;3
2021-03-18;10 - 19;MA;5
2021-03-18;20 - 29;FE;3
2021-03-18;20 - 29;MA;3
2021-03-18;30 - 39;FE;2
2021-03-18;30 - 39;MA;3
2021-03-18;40 - 49;FE;2
2021-03-18;40 - 49;MA;1
2021-03-18;50 - 59;FE;2
2021-03-18;50 - 59;MA;1
2021-03-18;60 - 69;MA;2
2021-03-18;70 - 79;MA;2
2021-03-19;00 - 09;FE;3
2021-03-19;00 - 09;MA;2
2021-03-19;10 - 19;FE;1
2021-03-19;10 - 19;MA;1
2021-03-19;20 - 29;FE;2
2021-03-19;20 - 29;MA;2
2021-03-19;30 - 39;FE;2
2021-03-19;30 - 39;MA;1
2021-03-19;40 - 49;FE;1
2021-03-19;40 - 49;MA;1
2021-03-19;50 - 59;FE;4
2021-03-19;50 - 59;MA;3
2021-03-19;60 - 69;MA;1
2021-03-19;70 - 79;FE;1
2021-03-19;70 - 79;MA;1
2021-03-20;00 - 09;FE;1
2021-03-20;00 - 09;MA;2
2021-03-20;10 - 19;FE;3
2021-03-20;10 - 19;MA;3
2021-03-20;20 - 29;FE;1
2021-03-20;20 - 29;MA;1
2021-03-20;30 - 39;FE;2
2021-03-20;30 - 39;MA;2
2021-03-20;40 - 49;FE;2
2021-03-20;40 - 49;MA;3
2021-03-20;50 - 59;FE;2
2021-03-20;50 - 59;MA;2
2021-03-20;60 - 69;FE;1
2021-03-20;80 - 89;MA;1
2021-03-21;00 - 09;FE;3
2021-03-21;10 - 19;MA;1
2021-03-21;20 - 29;MA;2
2021-03-21;30 - 39;FE;1
2021-03-21;30 - 39;MA;2
2021-03-21;40 - 49;FE;2
2021-03-21;50 - 59;FE;1
2021-03-21;50 - 59;MA;1
2021-03-21;60 - 69;FE;1
2021-03-21;60 - 69;MA;1
2021-03-21;80 - 89;FE;1
2021-03-22;00 - 09;FE;1
2021-03-22;00 - 09;MA;1
2021-03-22;10 - 19;MA;3
2021-03-22;20 - 29;FE;4
2021-03-22;20 - 29;MA;8
2021-03-22;30 - 39;FE;3
2021-03-22;30 - 39;MA;1
2021-03-22;40 - 49;FE;3
2021-03-22;50 - 59;FE;2
2021-03-22;50 - 59;MA;1
2021-03-22;60 - 69;FE;1
2021-03-22;70 - 79;FE;1
2021-03-22;80 - 89;MA;2
2021-03-23;00 - 09;FE;5
2021-03-23;00 - 09;MA;1
2021-03-23;10 - 19;MA;1
2021-03-23;20 - 29;FE;5
2021-03-23;20 - 29;MA;1
2021-03-23;30 - 39;FE;2
2021-03-23;30 - 39;MA;4
2021-03-23;40 - 49;FE;1
2021-03-23;40 - 49;MA;1
2021-03-23;50 - 59;FE;2
2021-03-23;50 - 59;MA;2
2021-03-23;60 - 69;FE;1
2021-03-23;70 - 79;FE;1
2021-03-23;70 - 79;MA;1
2021-03-23;80 - 89;FE;1
2021-03-24;10 - 19;FE;4
2021-03-24;10 - 19;MA;7
2021-03-24;20 - 29;MA;4
2021-03-24;30 - 39;FE;3
2021-03-24;30 - 39;MA;4
2021-03-24;40 - 49;FE;6
2021-03-24;40 - 49;MA;5
2021-03-24;50 - 59;FE;6
2021-03-24;50 - 59;MA;4
2021-03-24;60 - 69;MA;3
2021-03-24;70 - 79;FE;1
2021-03-25;00 - 09;FE;4
2021-03-25;00 - 09;MA;3
2021-03-25;10 - 19;FE;3
2021-03-25;10 - 19;MA;2
2021-03-25;20 - 29;FE;8
2021-03-25;20 - 29;MA;1
2021-03-25;30 - 39;FE;5
2021-03-25;30 - 39;MA;2
2021-03-25;40 - 49;FE;2
2021-03-25;40 - 49;MA;1
2021-03-25;50 - 59;MA;4
2021-03-25;70 - 79;FE;2
2021-03-26;00 - 09;FE;3
2021-03-26;00 - 09;MA;2
2021-03-26;10 - 19;FE;4
2021-03-26;10 - 19;MA;7
2021-03-26;20 - 29;FE;2
2021-03-26;20 - 29;MA;3
2021-03-26;30 - 39;FE;3
2021-03-26;30 - 39;MA;4
2021-03-26;40 - 49;FE;2
2021-03-26;40 - 49;MA;4
2021-03-26;50 - 59;FE;3
2021-03-26;50 - 59;MA;4
2021-03-26;60 - 69;FE;4
2021-03-26;70 - 79;FE;1
2021-03-27;00 - 09;FE;1
2021-03-27;10 - 19;FE;2
2021-03-27;10 - 19;MA;4
2021-03-27;20 - 29;FE;5
2021-03-27;20 - 29;MA;3
2021-03-27;30 - 39;FE;3
2021-03-27;30 - 39;MA;2
2021-03-27;40 - 49;MA;2
2021-03-27;50 - 59;FE;5
2021-03-27;50 - 59;MA;1
2021-03-27;60 - 69;FE;1
2021-03-27;60 - 69;MA;2
2021-03-28;00 - 09;FE;1
2021-03-28;00 - 09;MA;1
2021-03-28;10 - 19;FE;1
2021-03-28;10 - 19;MA;2
2021-03-28;20 - 29;FE;1
2021-03-28;20 - 29;MA;1
2021-03-28;30 - 39;FE;1
2021-03-28;40 - 49;FE;3
2021-03-28;50 - 59;FE;2
2021-03-28;50 - 59;MA;2
2021-03-28;60 - 69;FE;1
2021-03-28;70 - 79;FE;1
2021-03-28;80 - 89;MA;1
2021-03-29;> 89;FE;1
2021-03-29;00 - 09;FE;1
2021-03-29;10 - 19;FE;1
2021-03-29;10 - 19;MA;2
2021-03-29;20 - 29;FE;2
2021-03-29;20 - 29;MA;1
2021-03-29;30 - 39;FE;5
2021-03-29;30 - 39;MA;2
2021-03-29;40 - 49;FE;7
2021-03-29;40 - 49;MA;4
2021-03-29;50 - 59;FE;5
2021-03-29;50 - 59;MA;3
2021-03-29;60 - 69;FE;2
2021-03-29;60 - 69;MA;3
2021-03-30;00 - 09;FE;5
2021-03-30;00 - 09;MA;4
2021-03-30;10 - 19;FE;4
2021-03-30;10 - 19;MA;2
2021-03-30;20 - 29;FE;3
2021-03-30;20 - 29;MA;6
2021-03-30;30 - 39;FE;3
2021-03-30;30 - 39;MA;3
2021-03-30;40 - 49;FE;2
2021-03-30;40 - 49;MA;1
2021-03-30;50 - 59;FE;2
2021-03-30;50 - 59;MA;2
2021-03-30;60 - 69;MA;1
2021-03-30;70 - 79;MA;1
2021-03-31;> 89;MA;1
2021-03-31;00 - 09;FE;1
2021-03-31;00 - 09;MA;1
2021-03-31;10 - 19;FE;6
2021-03-31;10 - 19;MA;10
2021-03-31;20 - 29;FE;10
2021-03-31;20 - 29;MA;4
2021-03-31;30 - 39;FE;3
2021-03-31;30 - 39;MA;7
2021-03-31;40 - 49;FE;5
2021-03-31;40 - 49;MA;1
2021-03-31;50 - 59;FE;2
2021-03-31;50 - 59;MA;6
2021-03-31;60 - 69;MA;2
2021-03-31;70 - 79;FE;1
2021-03-31;70 - 79;MA;2
2021-03-31;80 - 89;FE;1
2021-04-01;00 - 09;FE;2
2021-04-01;00 - 09;MA;2
2021-04-01;10 - 19;FE;4
2021-04-01;10 - 19;MA;3
2021-04-01;20 - 29;FE;2
2021-04-01;20 - 29;MA;3
2021-04-01;30 - 39;FE;8
2021-04-01;30 - 39;MA;1
2021-04-01;40 - 49;FE;4
2021-04-01;40 - 49;MA;2
2021-04-01;50 - 59;FE;3
2021-04-01;50 - 59;MA;3
2021-04-01;60 - 69;FE;2
2021-04-01;60 - 69;MA;1
2021-04-01;70 - 79;FE;1
2021-04-01;80 - 89;FE;1
2021-04-02;00 - 09;FE;2
2021-04-02;00 - 09;MA;1
2021-04-02;10 - 19;MA;4
2021-04-02;20 - 29;MA;3
2021-04-02;30 - 39;FE;4
2021-04-02;30 - 39;MA;5
2021-04-02;40 - 49;MA;3
2021-04-02;50 - 59;FE;1
2021-04-02;50 - 59;MA;3
2021-04-02;60 - 69;FE;2
2021-04-03;00 - 09;MA;2
2021-04-03;10 - 19;FE;1
2021-04-03;10 - 19;MA;1
2021-04-03;20 - 29;FE;1
2021-04-03;20 - 29;MA;3
2021-04-03;30 - 39;FE;2
2021-04-03;30 - 39;MA;2
2021-04-03;40 - 49;FE;1
2021-04-03;50 - 59;FE;1
2021-04-03;60 - 69;FE;1
2021-04-03;60 - 69;MA;2
2021-04-03;70 - 79;FE;1
2021-04-03;80 - 89;FE;1
2021-04-04;00 - 09;FE;2
2021-04-04;00 - 09;MA;1
2021-04-04;10 - 19;FE;3
2021-04-04;10 - 19;MA;2
2021-04-04;20 - 29;FE;4
2021-04-04;20 - 29;MA;1
2021-04-04;30 - 39;FE;1
2021-04-04;30 - 39;MA;1
2021-04-04;40 - 49;FE;1
2021-04-04;40 - 49;MA;3
2021-04-04;50 - 59;FE;4
2021-04-04;50 - 59;MA;6
2021-04-04;60 - 69;MA;1
2021-04-05;00 - 09;MA;1
2021-04-05;20 - 29;MA;3
2021-04-05;30 - 39;FE;6
2021-04-05;30 - 39;MA;2
2021-04-05;40 - 49;FE;1
2021-04-05;40 - 49;MA;5
2021-04-05;50 - 59;FE;1
2021-04-05;50 - 59;MA;2
2021-04-05;60 - 69;FE;1
2021-04-05;70 - 79;FE;1
2021-04-05;70 - 79;MA;1
2021-04-05;80 - 89;FE;1
2021-04-05;80 - 89;MA;1
2021-04-06;00 - 09;FE;3
2021-04-06;00 - 09;MA;1
2021-04-06;10 - 19;FE;1
2021-04-06;20 - 29;FE;6
2021-04-06;30 - 39;FE;3
2021-04-06;30 - 39;MA;1
2021-04-06;40 - 49;FE;1
2021-04-06;40 - 49;MA;4
2021-04-06;50 - 59;FE;2
2021-04-06;50 - 59;MA;3
2021-04-06;60 - 69;MA;2
2021-04-06;70 - 79;FE;1
2021-04-06;80 - 89;FE;1
2021-04-06;80 - 89;MA;1
2021-04-07;00 - 09;MA;3
2021-04-07;10 - 19;FE;1
2021-04-07;10 - 19;MA;4
2021-04-07;20 - 29;FE;6
2021-04-07;20 - 29;MA;3
2021-04-07;30 - 39;FE;4
2021-04-07;30 - 39;MA;2
2021-04-07;40 - 49;FE;4
2021-04-07;40 - 49;MA;1
2021-04-07;50 - 59;FE;4
2021-04-07;50 - 59;MA;3
2021-04-07;60 - 69;FE;2
2021-04-07;60 - 69;MA;2
2021-04-08;00 - 09;FE;5
2021-04-08;00 - 09;MA;1
2021-04-08;10 - 19;FE;3
2021-04-08;10 - 19;MA;2
2021-04-08;20 - 29;FE;5
2021-04-08;20 - 29;MA;6
2021-04-08;30 - 39;FE;7
2021-04-08;30 - 39;MA;6
2021-04-08;40 - 49;FE;6
2021-04-08;40 - 49;MA;3
2021-04-08;50 - 59;FE;3
2021-04-08;50 - 59;MA;5
2021-04-08;60 - 69;FE;3
2021-04-08;60 - 69;MA;2
2021-04-08;70 - 79;FE;4
2021-04-08;70 - 79;MA;2
2021-04-09;> 89;FE;1
2021-04-09;00 - 09;FE;5
2021-04-09;00 - 09;MA;3
2021-04-09;10 - 19;FE;1
2021-04-09;10 - 19;MA;4
2021-04-09;20 - 29;FE;4
2021-04-09;20 - 29;MA;2
2021-04-09;30 - 39;FE;2
2021-04-09;30 - 39;MA;4
2021-04-09;40 - 49;FE;4
2021-04-09;40 - 49;MA;3
2021-04-09;50 - 59;FE;2
2021-04-09;50 - 59;MA;1
2021-04-09;60 - 69;FE;1
2021-04-09;60 - 69;MA;1
2021-04-10;> 89;FE;1
2021-04-10;00 - 09;FE;2
2021-04-10;00 - 09;MA;1
2021-04-10;10 - 19;FE;4
2021-04-10;10 - 19;MA;2
2021-04-10;20 - 29;FE;2
2021-04-10;20 - 29;MA;5
2021-04-10;30 - 39;FE;5
2021-04-10;30 - 39;MA;7
2021-04-10;40 - 49;FE;1
2021-04-10;40 - 49;MA;1
2021-04-10;50 - 59;FE;1
2021-04-10;50 - 59;MA;2
2021-04-10;60 - 69;FE;2
2021-04-10;70 - 79;FE;1
2021-04-11;00 - 09;FE;4
2021-04-11;10 - 19;FE;1
2021-04-11;10 - 19;MA;1
2021-04-11;20 - 29;FE;4
2021-04-11;20 - 29;MA;4
2021-04-11;30 - 39;FE;2
2021-04-11;30 - 39;MA;4
2021-04-11;40 - 49;FE;1
2021-04-11;40 - 49;MA;1
2021-04-11;50 - 59;FE;2
2021-04-11;50 - 59;MA;3
2021-04-11;60 - 69;FE;1
2021-04-11;60 - 69;MA;1
2021-04-12;00 - 09;FE;2
2021-04-12;00 - 09;MA;1
2021-04-12;10 - 19;FE;3
2021-04-12;10 - 19;MA;3
2021-04-12;20 - 29;FE;7
2021-04-12;20 - 29;MA;3
2021-04-12;30 - 39;FE;3
2021-04-12;30 - 39;MA;6
2021-04-12;40 - 49;FE;1
2021-04-12;40 - 49;MA;1
2021-04-12;50 - 59;FE;2
2021-04-12;50 - 59;MA;4
2021-04-12;60 - 69;MA;3
2021-04-12;70 - 79;FE;1
2021-04-12;80 - 89;FE;1
2021-04-13;00 - 09;FE;2
2021-04-13;10 - 19;FE;2
2021-04-13;10 - 19;MA;1
2021-04-13;20 - 29;FE;2
2021-04-13;20 - 29;MA;3
2021-04-13;30 - 39;FE;2
2021-04-13;30 - 39;MA;1
2021-04-13;40 - 49;FE;2
2021-04-13;40 - 49;MA;2
2021-04-13;50 - 59;FE;4
2021-04-13;50 - 59;MA;2
2021-04-13;60 - 69;FE;1
2021-04-13;70 - 79;FE;2
2021-04-13;80 - 89;MA;1
2021-04-14;00 - 09;MA;1
2021-04-14;10 - 19;FE;2
2021-04-14;10 - 19;MA;3
2021-04-14;20 - 29;FE;11
2021-04-14;20 - 29;MA;9
2021-04-14;30 - 39;MA;3
2021-04-14;40 - 49;FE;4
2021-04-14;40 - 49;MA;3
2021-04-14;50 - 59;FE;4
2021-04-14;50 - 59;MA;5
2021-04-14;60 - 69;FE;2
2021-04-14;60 - 69;MA;4
2021-04-14;70 - 79;FE;3
2021-04-14;70 - 79;MA;3
2021-04-15;00 - 09;FE;1
2021-04-15;00 - 09;MA;5
2021-04-15;10 - 19;FE;3
2021-04-15;10 - 19;MA;3
2021-04-15;20 - 29;FE;6
2021-04-15;20 - 29;MA;9
2021-04-15;30 - 39;FE;6
2021-04-15;30 - 39;MA;2
2021-04-15;40 - 49;FE;4
2021-04-15;40 - 49;MA;6
2021-04-15;50 - 59;FE;4
2021-04-15;50 - 59;MA;1
2021-04-15;60 - 69;MA;2
2021-04-15;70 - 79;FE;2
2021-04-15;80 - 89;FE;2
2021-04-16;00 - 09;FE;1
2021-04-16;00 - 09;MA;1
2021-04-16;10 - 19;FE;5
2021-04-16;10 - 19;MA;2
2021-04-16;20 - 29;FE;9
2021-04-16;20 - 29;MA;10
2021-04-16;30 - 39;FE;4
2021-04-16;30 - 39;MA;3
2021-04-16;40 - 49;FE;3
2021-04-16;40 - 49;MA;2
2021-04-16;50 - 59;FE;4
2021-04-16;50 - 59;MA;2
2021-04-16;60 - 69;FE;5
2021-04-16;60 - 69;MA;2
2021-04-16;70 - 79;FE;1
2021-04-16;80 - 89;MA;1
2021-04-17;00 - 09;FE;3
2021-04-17;00 - 09;MA;2
2021-04-17;10 - 19;MA;5
2021-04-17;20 - 29;FE;3
2021-04-17;20 - 29;MA;6
2021-04-17;30 - 39;FE;5
2021-04-17;30 - 39;MA;3
2021-04-17;40 - 49;FE;5
2021-04-17;40 - 49;MA;2
2021-04-17;50 - 59;FE;4
2021-04-17;50 - 59;MA;1
2021-04-17;60 - 69;FE;1
2021-04-17;60 - 69;MA;2
2021-04-17;70 - 79;MA;1
2021-04-18;00 - 09;FE;1
2021-04-18;20 - 29;MA;2
2021-04-18;30 - 39;FE;2
2021-04-18;30 - 39;MA;2
2021-04-18;40 - 49;MA;1
2021-04-18;50 - 59;FE;1
2021-04-18;50 - 59;MA;3
2021-04-18;60 - 69;MA;1
2021-04-18;80 - 89;MA;2
2021-04-19;00 - 09;FE;1
2021-04-19;00 - 09;MA;1
2021-04-19;10 - 19;FE;4
2021-04-19;10 - 19;MA;5
2021-04-19;20 - 29;FE;2
2021-04-19;20 - 29;MA;9
2021-04-19;30 - 39;FE;6
2021-04-19;30 - 39;MA;2
2021-04-19;40 - 49;FE;7
2021-04-19;40 - 49;MA;9
2021-04-19;50 - 59;FE;3
2021-04-19;50 - 59;MA;2
2021-04-19;60 - 69;FE;1
2021-04-19;60 - 69;MA;2
2021-04-19;70 - 79;FE;1
2021-04-20;> 89;MA;1
2021-04-20;00 - 09;FE;3
2021-04-20;00 - 09;MA;5
2021-04-20;10 - 19;FE;4
2021-04-20;10 - 19;MA;6
2021-04-20;20 - 29;FE;6
2021-04-20;20 - 29;MA;7
2021-04-20;30 - 39;FE;7
2021-04-20;30 - 39;MA;5
2021-04-20;40 - 49;FE;5
2021-04-20;40 - 49;MA;10
2021-04-20;50 - 59;FE;5
2021-04-20;50 - 59;MA;4
2021-04-20;60 - 69;FE;1
2021-04-20;60 - 69;MA;5
2021-04-20;70 - 79;FE;2
2021-04-20;70 - 79;MA;1
2021-04-21;00 - 09;FE;7
2021-04-21;00 - 09;MA;3
2021-04-21;10 - 19;FE;4
2021-04-21;10 - 19;MA;7
2021-04-21;20 - 29;FE;4
2021-04-21;20 - 29;MA;11
2021-04-21;30 - 39;FE;8
2021-04-21;30 - 39;MA;6
2021-04-21;40 - 49;FE;3
2021-04-21;40 - 49;MA;4
2021-04-21;50 - 59;FE;7
2021-04-21;50 - 59;MA;2
2021-04-21;60 - 69;FE;3
2021-04-21;60 - 69;MA;4
2021-04-21;70 - 79;FE;1
2021-04-22;> 89;MA;1
2021-04-22;00 - 09;FE;6
2021-04-22;00 - 09;MA;3
2021-04-22;10 - 19;FE;6
2021-04-22;10 - 19;MA;5
2021-04-22;20 - 29;FE;4
2021-04-22;20 - 29;MA;3
2021-04-22;30 - 39;FE;3
2021-04-22;30 - 39;MA;3
2021-04-22;40 - 49;FE;5
2021-04-22;40 - 49;MA;6
2021-04-22;50 - 59;FE;2
2021-04-22;50 - 59;MA;5
2021-04-22;60 - 69;FE;2
2021-04-22;60 - 69;MA;3
2021-04-22;70 - 79;FE;2
2021-04-22;70 - 79;MA;1
2021-04-22;80 - 89;MA;2
2021-04-23;00 - 09;FE;1
2021-04-23;00 - 09;MA;1
2021-04-23;10 - 19;FE;9
2021-04-23;10 - 19;MA;6
2021-04-23;20 - 29;FE;4
2021-04-23;20 - 29;MA;9
2021-04-23;30 - 39;FE;5
2021-04-23;30 - 39;MA;1
2021-04-23;40 - 49;FE;4
2021-04-23;40 - 49;MA;2
2021-04-23;50 - 59;FE;6
2021-04-23;50 - 59;MA;2
2021-04-23;60 - 69;MA;6
2021-04-24;00 - 09;MA;2
2021-04-24;10 - 19;FE;2
2021-04-24;20 - 29;FE;1
2021-04-24;20 - 29;MA;8
2021-04-24;30 - 39;FE;1
2021-04-24;30 - 39;MA;3
2021-04-24;40 - 49;FE;2
2021-04-24;40 - 49;MA;1
2021-04-24;50 - 59;FE;5
2021-04-24;50 - 59;MA;5
2021-04-24;60 - 69;FE;1
2021-04-24;70 - 79;FE;1
2021-04-25;> 89;MA;1
2021-04-25;00 - 09;FE;1
2021-04-25;00 - 09;MA;2
2021-04-25;10 - 19;FE;7
2021-04-25;10 - 19;MA;2
2021-04-25;20 - 29;FE;3
2021-04-25;20 - 29;MA;1
2021-04-25;30 - 39;FE;2
2021-04-25;30 - 39;MA;3
2021-04-25;40 - 49;FE;4
2021-04-25;40 - 49;MA;1
2021-04-25;50 - 59;FE;4
2021-04-25;50 - 59;MA;2
2021-04-25;60 - 69;FE;1
2021-04-25;60 - 69;MA;1
2021-04-25;70 - 79;MA;1
2021-04-26;00 - 09;FE;1
2021-04-26;00 - 09;MA;3
2021-04-26;10 - 19;FE;1
2021-04-26;20 - 29;FE;4
2021-04-26;20 - 29;MA;3
2021-04-26;30 - 39;FE;4
2021-04-26;30 - 39;MA;3
2021-04-26;40 - 49;FE;5
2021-04-26;40 - 49;MA;7
2021-04-26;50 - 59;FE;2
2021-04-26;50 - 59;MA;5
2021-04-26;60 - 69;FE;1
2021-04-26;70 - 79;MA;1
2021-04-27;> 89;FE;2
2021-04-27;00 - 09;FE;4
2021-04-27;00 - 09;MA;4
2021-04-27;10 - 19;FE;6
2021-04-27;10 - 19;MA;2
2021-04-27;20 - 29;FE;6
2021-04-27;20 - 29;MA;5
2021-04-27;30 - 39;FE;6
2021-04-27;30 - 39;MA;9
2021-04-27;40 - 49;FE;5
2021-04-27;40 - 49;MA;8
2021-04-27;50 - 59;FE;4
2021-04-27;50 - 59;MA;4
2021-04-27;60 - 69;FE;1
2021-04-27;60 - 69;MA;1
2021-04-28;00 - 09;FE;2
